"","X","Row.names","PFAF_ID","Shape_length","Area_m2_1","Area_km2","Year","Annual_degradation_m2","Deg1990_area_m2","Deg1991_Area_m2","Deg1992_Area_m2","Deg1993_Area_m2","Deg1994_Area_m2","Deg1995_Area_m2","Deg1996_Area_m2","Deg1997_Area_m2","Deg1998_Area_m2","Deg1999_Area_m2","Deg2000_Area_m2","Deg2001_Area_m2","Deg2002_Area_m2","Deg2003_Area_m2","Deg2004_Area_m2","Deg2005_Area_m2","Deg2006_Area_m2","Deg2007_Area_m2","Deg2008_Area_m2","Deg2009_Area_m2","Deg2010_Area_m2","Deg2011_Area_m2","Deg2012_Area_m2","Deg2013_Area_m2","Deg2014_Area_m2","Deg2015_Area_m2","Deg2016_Area_m2","Deg2017_Area_m2","Deg2018_Area_m2","Deg2019_Area_m2","Deg2020_Area_m2","Deg2021_Area_m2"
"1",1,1,181609090,142941.733761,467769264.869,467.769264869,1990,209700,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"2",1,1,181609090,142941.733761,467769264.869,467.769264869,1991,29700,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"3",1,1,181609090,142941.733761,467769264.869,467.769264869,1992,19800,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"4",1,1,181609090,142941.733761,467769264.869,467.769264869,1993,58500,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"5",1,1,181609090,142941.733761,467769264.869,467.769264869,1994,2303100,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"6",1,1,181609090,142941.733761,467769264.869,467.769264869,1995,75600,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"7",1,1,181609090,142941.733761,467769264.869,467.769264869,1996,227700,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"8",1,1,181609090,142941.733761,467769264.869,467.769264869,1997,306900,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"9",1,1,181609090,142941.733761,467769264.869,467.769264869,1998,339300,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"10",1,1,181609090,142941.733761,467769264.869,467.769264869,1999,604800,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"11",1,1,181609090,142941.733761,467769264.869,467.769264869,2000,459000,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"12",1,1,181609090,142941.733761,467769264.869,467.769264869,2001,316800,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"13",1,1,181609090,142941.733761,467769264.869,467.769264869,2002,692100,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"14",1,1,181609090,142941.733761,467769264.869,467.769264869,2003,180900,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"15",1,1,181609090,142941.733761,467769264.869,467.769264869,2004,126000,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"16",1,1,181609090,142941.733761,467769264.869,467.769264869,2005,162000,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"17",1,1,181609090,142941.733761,467769264.869,467.769264869,2006,459900,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"18",1,1,181609090,142941.733761,467769264.869,467.769264869,2007,160200,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"19",1,1,181609090,142941.733761,467769264.869,467.769264869,2008,175500,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"20",1,1,181609090,142941.733761,467769264.869,467.769264869,2009,239400,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"21",1,1,181609090,142941.733761,467769264.869,467.769264869,2010,785700,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"22",1,1,181609090,142941.733761,467769264.869,467.769264869,2011,295200,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"23",1,1,181609090,142941.733761,467769264.869,467.769264869,2012,261000,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"24",1,1,181609090,142941.733761,467769264.869,467.769264869,2013,864900,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"25",1,1,181609090,142941.733761,467769264.869,467.769264869,2014,783000,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"26",1,1,181609090,142941.733761,467769264.869,467.769264869,2015,1753200,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"27",1,1,181609090,142941.733761,467769264.869,467.769264869,2016,532800,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"28",1,1,181609090,142941.733761,467769264.869,467.769264869,2017,1074600,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"29",1,1,181609090,142941.733761,467769264.869,467.769264869,2018,817200,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"30",1,1,181609090,142941.733761,467769264.869,467.769264869,2019,417600,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"31",1,1,181609090,142941.733761,467769264.869,467.769264869,2020,1200600,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"32",1,1,181609090,142941.733761,467769264.869,467.769264869,2021,794700,209700,29700,19800,58500,2303100,75600,227700,306900,339300,604800,459000,316800,692100,180900,126000,162000,459900,160200,175500,239400,785700,295200,261000,864900,783000,1753200,532800,1074600,817200,417600,1200600,794700
"33",2,2,181804603,167701.160926,573658808.079,573.658808079,1990,15300,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"34",2,2,181804603,167701.160926,573658808.079,573.658808079,1991,1800,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"35",2,2,181804603,167701.160926,573658808.079,573.658808079,1992,27000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"36",2,2,181804603,167701.160926,573658808.079,573.658808079,1993,27000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"37",2,2,181804603,167701.160926,573658808.079,573.658808079,1994,55800,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"38",2,2,181804603,167701.160926,573658808.079,573.658808079,1995,5400,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"39",2,2,181804603,167701.160926,573658808.079,573.658808079,1996,245700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"40",2,2,181804603,167701.160926,573658808.079,573.658808079,1997,424800,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"41",2,2,181804603,167701.160926,573658808.079,573.658808079,1998,29700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"42",2,2,181804603,167701.160926,573658808.079,573.658808079,1999,507600,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"43",2,2,181804603,167701.160926,573658808.079,573.658808079,2000,723600,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"44",2,2,181804603,167701.160926,573658808.079,573.658808079,2001,378000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"45",2,2,181804603,167701.160926,573658808.079,573.658808079,2002,315000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"46",2,2,181804603,167701.160926,573658808.079,573.658808079,2003,229500,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"47",2,2,181804603,167701.160926,573658808.079,573.658808079,2004,170100,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"48",2,2,181804603,167701.160926,573658808.079,573.658808079,2005,211500,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"49",2,2,181804603,167701.160926,573658808.079,573.658808079,2006,569700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"50",2,2,181804603,167701.160926,573658808.079,573.658808079,2007,48600,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"51",2,2,181804603,167701.160926,573658808.079,573.658808079,2008,29700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"52",2,2,181804603,167701.160926,573658808.079,573.658808079,2009,323100,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"53",2,2,181804603,167701.160926,573658808.079,573.658808079,2010,92700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"54",2,2,181804603,167701.160926,573658808.079,573.658808079,2011,309600,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"55",2,2,181804603,167701.160926,573658808.079,573.658808079,2012,184500,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"56",2,2,181804603,167701.160926,573658808.079,573.658808079,2013,1076400,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"57",2,2,181804603,167701.160926,573658808.079,573.658808079,2014,559800,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"58",2,2,181804603,167701.160926,573658808.079,573.658808079,2015,779400,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"59",2,2,181804603,167701.160926,573658808.079,573.658808079,2016,266400,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"60",2,2,181804603,167701.160926,573658808.079,573.658808079,2017,779400,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"61",2,2,181804603,167701.160926,573658808.079,573.658808079,2018,1494000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"62",2,2,181804603,167701.160926,573658808.079,573.658808079,2019,454500,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"63",2,2,181804603,167701.160926,573658808.079,573.658808079,2020,893700,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"64",2,2,181804603,167701.160926,573658808.079,573.658808079,2021,639000,15300,1800,27000,27000,55800,5400,245700,424800,29700,507600,723600,378000,315000,229500,170100,211500,569700,48600,29700,323100,92700,309600,184500,1076400,559800,779400,266400,779400,1494000,454500,893700,639000
"65",3,3,181804907,207028.625908,812387316.641,812.387316641,1990,13500,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"66",3,3,181804907,207028.625908,812387316.641,812.387316641,1991,16200,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"67",3,3,181804907,207028.625908,812387316.641,812.387316641,1992,27900,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"68",3,3,181804907,207028.625908,812387316.641,812.387316641,1993,18900,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"69",3,3,181804907,207028.625908,812387316.641,812.387316641,1994,35100,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"70",3,3,181804907,207028.625908,812387316.641,812.387316641,1995,5400,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"71",3,3,181804907,207028.625908,812387316.641,812.387316641,1996,167400,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"72",3,3,181804907,207028.625908,812387316.641,812.387316641,1997,330300,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"73",3,3,181804907,207028.625908,812387316.641,812.387316641,1998,12600,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"74",3,3,181804907,207028.625908,812387316.641,812.387316641,1999,283500,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"75",3,3,181804907,207028.625908,812387316.641,812.387316641,2000,388800,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"76",3,3,181804907,207028.625908,812387316.641,812.387316641,2001,426600,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"77",3,3,181804907,207028.625908,812387316.641,812.387316641,2002,321300,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"78",3,3,181804907,207028.625908,812387316.641,812.387316641,2003,219600,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"79",3,3,181804907,207028.625908,812387316.641,812.387316641,2004,190800,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"80",3,3,181804907,207028.625908,812387316.641,812.387316641,2005,109800,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"81",3,3,181804907,207028.625908,812387316.641,812.387316641,2006,237600,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"82",3,3,181804907,207028.625908,812387316.641,812.387316641,2007,99000,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"83",3,3,181804907,207028.625908,812387316.641,812.387316641,2008,59400,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"84",3,3,181804907,207028.625908,812387316.641,812.387316641,2009,403200,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"85",3,3,181804907,207028.625908,812387316.641,812.387316641,2010,369900,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"86",3,3,181804907,207028.625908,812387316.641,812.387316641,2011,486900,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"87",3,3,181804907,207028.625908,812387316.641,812.387316641,2012,221400,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"88",3,3,181804907,207028.625908,812387316.641,812.387316641,2013,1053900,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"89",3,3,181804907,207028.625908,812387316.641,812.387316641,2014,610200,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"90",3,3,181804907,207028.625908,812387316.641,812.387316641,2015,929700,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"91",3,3,181804907,207028.625908,812387316.641,812.387316641,2016,856800,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"92",3,3,181804907,207028.625908,812387316.641,812.387316641,2017,1462500,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"93",3,3,181804907,207028.625908,812387316.641,812.387316641,2018,1707300,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"94",3,3,181804907,207028.625908,812387316.641,812.387316641,2019,808200,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"95",3,3,181804907,207028.625908,812387316.641,812.387316641,2020,1077300,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"96",3,3,181804907,207028.625908,812387316.641,812.387316641,2021,575100,13500,16200,27900,18900,35100,5400,167400,330300,12600,283500,388800,426600,321300,219600,190800,109800,237600,99000,59400,403200,369900,486900,221400,1053900,610200,929700,856800,1462500,1707300,808200,1077300,575100
"97",4,4,181802402,52832.4951264,102341773.523,102.341773523,1990,0,0,2700,1800,77400,23400,20700,900,12600,54900,0,6300,1800,0,0,1800,27000,82800,0,36900,900,0,4500,900,8100,8100,6300,900,9000,3600,1800,900,21600
"98",4,4,181802402,52832.4951264,102341773.523,102.341773523,1991,2700,0,2700,1800,77400,23400,20700,900,12600,54900,0,6300,1800,0,0,1800,27000,82800,0,36900,900,0,4500,900,8100,8100,6300,900,9000,3600,1800,900,21600
"99",4,4,181802402,52832.4951264,102341773.523,102.341773523,1992,1800,0,2700,1800,77400,23400,20700,900,12600,54900,0,6300,1800,0,0,1800,27000,82800,0,36900,900,0,4500,900,8100,8100,6300,900,9000,3600,1800,900,21600
"100",4,4,181802402,52832.4951264,102341773.523,102.341773523,1993,77400,0,2700,1800,77400,23400,20700,900,12600,54900,0,6300,1800,0,0,1800,27000,82800,0,36900,900,0,4500,900,8100,8100,6300,900,9000,3600,1800,900,21600
"101",4,4,181802402,52832.4951264,102341773.523,102.341773523,1994,23400,0,2700,1800,77400,23400,20700,900,12600,54900,0,6300,1800,0,0,1800,27000,82800,0,36900,900,0,4500,900,8100,8100,6300,900,9000,3600,1800,900,21600
